,league_id,season_id,fixture_id,localteam_id,visitorteam_id,team_id,time.starting_at.date,localTeam.data.name,visitorTeam.data.name,scores.localteam_score,scores.visitorteam_score,aggregate_id,attacks.attacks,attacks.dangerous_attacks,attendance,coaches.localteam_coach_id,coaches.visitorteam_coach_id,commentaries,corners,deleted,formations.localteam_formation,formations.visitorteam_formation,fouls,free_kick,goal_kick,localTeam.data.country_id,localTeam.data.founded,localTeam.data.id,localTeam.data.legacy_id,localTeam.data.logo_path,localTeam.data.national_team,localTeam.data.twitter,localTeam.data.venue_id,offsides,passes,pitch,possessiontime,redcards,referee_id,round_id,saves,scores.et_score,scores.ft_score,scores.ht_score,scores.localteam_pen_score,scores.visitorteam_pen_score,shots.blocked,shots.insidebox,shots.offgoal,shots.ongoal,shots.outsidebox,shots.total,stage_id,standings.localteam_position,standings.visitorteam_position,stats_available,substitutions,throw_in,time.extra_minute,time.injury_time,time.minute,time.starting_at.date_time,time.starting_at.time,time.starting_at.timestamp,time.starting_at.timezone,time.status,venue_id,visitorTeam.data.country_id,visitorTeam.data.founded,visitorTeam.data.id,visitorTeam.data.legacy_id,visitorTeam.data.logo_path,visitorTeam.data.national_team,visitorTeam.data.twitter,visitorTeam.data.venue_id,weather_report,weather_report.clouds,weather_report.code,weather_report.humidity,weather_report.icon,weather_report.temperature.temp,weather_report.temperature.unit,weather_report.type,weather_report.wind.degree,weather_report.wind.speed,winning_odds_calculated,yellowcards
4004,74,201,93905,2783,637,,2016-11-04,Jong Ajax,NAC Breda,2,1,,,,,,,False,,False,,,,,,38,0,2783,27,https://cdn.sportmonks.com/images/soccer/teams/31/2783.png,False,,1470,,,,,,,8602,,,2-1,1-0,,,,,,,,,485,,,0,,,,,90,2016-11-04 19:00:00,19:00:00,1478286000,UTC,FT,154,38,1912,637,17,https://cdn.sportmonks.com/images/soccer/teams/29/637.png,False,@NACnl,158,,,,,,,,,,,False,
4005,74,201,93915,1435,2396,,2016-11-04,SC Cambuur,FC Volendam,2,1,,,,,,,False,,False,,,,,,38,1964,1435,9,https://cdn.sportmonks.com/images/soccer/teams/27/1435.png,False,,660,,,,,,,8602,,,2-1,0-1,,,,,,,,,485,,,0,,,,,90,2016-11-04 19:00:00,19:00:00,1478286000,UTC,FT,660,38,1920,2396,22,https://cdn.sportmonks.com/images/soccer/teams/28/2396.png,False,,1437,,,,,,,,,,,False,
4006,74,201,93925,320,2755,,2016-11-04,FC Eindhoven,Jong Utrecht,2,1,,,,,,,False,,False,,,,,,38,1909,320,21,https://cdn.sportmonks.com/images/soccer/teams/0/320.png,False,,1942,,,,,,,8602,,,2-1,1-1,,,,,,,,,485,,,0,,,,,90,2016-11-04 19:00:00,19:00:00,1478286000,UTC,FT,1942,38,0,2755,7466,https://cdn.sportmonks.com/images/soccer/teams/3/2755.png,False,,31,,,,,,,,,,,False,
4007,74,201,93935,2460,2971,,2016-11-04,Helmond Sport,Jong PSV,1,0,,,,,,,False,,False,,,,,,38,1967,2460,37,https://cdn.sportmonks.com/images/soccer/teams/28/2460.png,False,,1474,,,,,,,8602,,,1-0,0-0,,,,,,,,,485,,,0,,,,,90,2016-11-04 19:00:00,19:00:00,1478286000,UTC,FT,1474,38,0,2971,31,https://cdn.sportmonks.com/images/soccer/teams/27/2971.png,False,,1745,,,,,,,,,,,False,
4008,74,201,93944,1731,1550,,2016-11-04,MVV Maastricht,Telstar,2,1,,,,,,,False,,False,,,,,,38,1902,1731,36,https://cdn.sportmonks.com/images/soccer/teams/3/1731.png,False,,864,,,,,,,8602,,,2-1,1-0,,,,,,,,,485,,,0,,,,,90,2016-11-04 19:00:00,19:00:00,1478286000,UTC,FT,864,38,1912,1550,35,https://cdn.sportmonks.com/images/soccer/teams/14/1550.png,False,,741,,,,,,,,,,,False,
4009,74,201,93953,814,2385,,2016-11-04,RKC Waalwijk,FC Den Bosch,0,2,,,,,,,False,,False,,,,,,38,1940,814,38,https://cdn.sportmonks.com/images/soccer/teams/14/814.png,False,,275,,,,,,,8602,,,0-2,0-0,,,,,,,,,485,,,0,,,,,90,2016-11-04 19:00:00,19:00:00,1478286000,UTC,FT,275,38,1964,2385,30,https://cdn.sportmonks.com/images/soccer/teams/17/2385.png,False,,158946,,,,,,,,,,,False,
4010,74,201,93962,1433,2397,,2016-11-04,Almere City,Achilles '29,1,0,,,,,,,False,,False,,,,,,38,1932,1433,28,https://cdn.sportmonks.com/images/soccer/teams/25/1433.png,False,,655,,,,,,,8602,,,1-0,0-0,,,,,,,,,485,,,0,,,,,90,2016-11-04 19:00:00,19:00:00,1478286000,UTC,FT,655,38,1929,2397,33,https://cdn.sportmonks.com/images/soccer/teams/29/2397.png,False,,1443,,,,,,,,,,,False,
4011,74,201,93971,2379,822,,2016-11-04,VVV-Venlo,FC Dordrecht,3,1,,,,,,,False,,False,,,,,,38,1954,2379,26,https://cdn.sportmonks.com/images/soccer/teams/11/2379.png,False,@vvvvenlo,1429,,,,,,,8602,,,3-1,1-1,,,,,,,,,485,,,0,,,,,90,2016-11-04 19:00:00,19:00:00,1478286000,UTC,FT,1429,38,1990,822,18,https://cdn.sportmonks.com/images/soccer/teams/22/822.png,False,,279,,,,,,,,,,,False,
4012,74,201,93982,2360,2475,,2016-11-04,FC Oss,FC Emmen,2,2,,,,,,,False,,False,,,,,,38,1928,2360,29,https://cdn.sportmonks.com/images/soccer/teams/24/2360.png,False,,1420,,,,,,,8602,,,2-2,0-1,,,,,,,,,485,,,0,,,,,90,2016-11-04 19:00:00,19:00:00,1478286000,UTC,FT,1420,38,1985,2475,23,https://cdn.sportmonks.com/images/soccer/teams/11/2475.png,False,,1483,,,,,,,,,,,False,
4013,74,201,93991,1073,1459,,2016-11-04,Graafschap,Fortuna Sittard,5,0,,,,,,,False,,False,,,,,,38,1954,1073,25,https://cdn.sportmonks.com/images/soccer/teams/17/1073.png,False,,416,,,,,,,8602,,,5-0,1-0,,,,,,,,,485,,,0,,,,,90,2016-11-04 19:00:00,19:00:00,1478286000,UTC,FT,416,38,1968,1459,34,https://cdn.sportmonks.com/images/soccer/teams/19/1459.png,False,,685,,,,,,,,,,,False,
