matchid  teamid     passes  bad_passes  pass_ratio   corners     fouls  cards  goals     shots  is_home                team_name   pass_80   pass_70  expected_goals  on_target  length  op_teamid  op_passes  op_bad_passes  op_pass_ratio  op_corners  op_fouls  op_cards  op_goals  op_shots             op_team_name  op_pass_80  op_pass_70  op_expected_goals  op_on_target  competitionid  seasonid  shots_op_ratio  goals_op_ratio  pass_op_ratio  points      timestamp
3609  360740       7   4.193548    1.311828    0.760234  0.107527  0.118280      2      1  0.172043        1              Aston Villa  0.354839  0.806452        2.365300   0.075269      93         54   4.096774       1.139785       0.780738    0.043011  0.096774         0         0  0.075269                   Fulham    0.129032    0.322581           0.420940      0.021505              8      2011        2.285714        1.000000       0.973738       3  1331398511270
3610  360742       8   5.473118    1.086022    0.833061  0.150538  0.161290      1      1  0.247312        1                  Chelsea  0.225806  1.064516        2.317070   0.096774      93        110   1.655914       1.032258       0.613546    0.010753  0.129032         3         0  0.086022               Stoke City    0.032258    0.268817           0.000000      0.000000              8      2011        2.875000        1.000000       1.357781       3  1331398507324
3611  360746      56   2.606383    1.404255    0.648148  0.031915  0.170213      1      1  0.074468        1               Sunderland  0.095745  0.297872        1.107834   0.031915      94         14   4.925532       1.585106       0.755302    0.021277  0.138298         1         0  0.106383                Liverpool    0.212766    0.808511           0.782563      0.031915              8      2011        0.700000        1.000000       0.858131       3  1331398454667
3612  360746      14   4.925532    1.585106    0.755302  0.021277  0.138298      1      0  0.106383        0                Liverpool  0.212766  0.808511        0.782563   0.031915      94         56   2.606383       1.404255       0.648148    0.031915  0.170213         1         1  0.074468               Sunderland    0.095745    0.297872           1.107834      0.031915              8      2011        1.428571        0.000000       1.165323       0  1331398454295
3613  360740      54   4.096774    1.139785    0.780738  0.043011  0.096774      0      0  0.075269        0                   Fulham  0.129032  0.322581        0.420940   0.021505      93          7   4.193548       1.311828       0.760234    0.107527  0.118280         2         1  0.172043              Aston Villa    0.354839    0.806452           2.365300      0.075269              8      2011        0.437500        0.000000       1.026970       0  1331398445175
3614  360748       5   2.526882    1.290323    0.660112  0.043011  0.107527      2      2  0.150538        0         Blackburn Rovers  0.150538  0.451613        1.239618   0.053763      93         39   4.075269       1.494624       0.730250    0.032258  0.107527         1         0  0.150538  Wolverhampton Wanderers    0.333333    0.591398           0.851624      0.032258              8      2011        1.000000        2.000000       0.903953       3  1331398331297
3615  360748      39   4.075269    1.494624    0.730250  0.032258  0.107527      1      0  0.150538        1  Wolverhampton Wanderers  0.333333  0.591398        0.851624   0.032258      93          5   2.526882       1.290323       0.660112    0.043011  0.107527         2         2  0.150538         Blackburn Rovers    0.150538    0.451613           1.239618      0.053763              8      2011        1.000000        0.000000       1.106252       0  1331398329952
3616  360741      52   2.712766    1.329787    0.669291  0.063830  0.159574      2      1  0.212766        0      Queens Park Rangers  0.234043  0.553191        1.743446   0.053191      94         30   3.212766       1.382979       0.697460    0.106383  0.148936         2         2  0.127660         Bolton Wanderers    0.265957    0.744681           1.485598      0.031915              8      2011        1.666667        0.500000       0.959613       0  1331390679512
3617  360741      30   3.212766    1.382979    0.697460  0.106383  0.148936      2      2  0.127660        1         Bolton Wanderers  0.265957  0.744681        1.485598   0.031915      94         52   2.712766       1.329787       0.669291    0.063830  0.159574         2         1  0.212766      Queens Park Rangers    0.234043    0.553191           1.743446      0.053191              8      2011        0.600000        2.000000       1.042087       3  1331390669137
3618  360736       6   4.946237    1.204301    0.802792  0.075269  0.107527      1      1  0.193548        1        Tottenham Hotspur  0.290323  0.784946        1.006544   0.064516      93          1   4.473118       1.086022       0.803089    0.032258  0.107527         2         3  0.064516        Manchester United    0.129032    0.397849           1.772280      0.053763              8      2011        3.000000        0.333333       0.999631       0  1330884147919
3619  360736       1   4.473118    1.086022    0.803089  0.032258  0.107527      2      3  0.064516        0        Manchester United  0.129032  0.397849        1.772280   0.053763      93          6   4.946237       1.204301       0.802792    0.075269  0.107527         1         1  0.193548        Tottenham Hotspur    0.290323    0.784946           1.006544      0.064516              8      2011        0.333333        3.000000       1.000369       3  1330884146687
3620  360730      54   5.881720    0.838710    0.873802  0.075269  0.107527      1      5  0.290323        1                   Fulham  0.462366  1.258065        4.256671   0.139785      93         39   3.731183       1.064516       0.776286    0.075269  0.075269         2         0  0.139785  Wolverhampton Wanderers    0.215054    0.483871           0.154357      0.010753              8      2011        2.076923        5.000000       1.125618       3  1330876674980
3621  360730      39   3.731183    1.064516    0.776286  0.075269  0.075269      2      0  0.139785        0  Wolverhampton Wanderers  0.215054  0.483871        0.154357   0.010753      93         54   5.881720       0.838710       0.873802    0.075269  0.107527         1         5  0.290323                   Fulham    0.462366    1.258065           4.256671      0.139785              8      2011        0.481481        0.000000       0.888401       0  1330876661238
3622  360733      56   1.947368    1.231579    0.610561  0.042105  0.147368      6      1  0.084211        0               Sunderland  0.073684  0.168421        0.897535   0.031579      95          4   4.010526       1.463158       0.731286    0.200000  0.157895         5         1  0.315789         Newcastle United    0.368421    0.789474           1.872629      0.052632              8      2011        0.266667        1.000000       0.834914       1  1330869739756
3623  360733       4   4.010526    1.463158    0.731286  0.200000  0.157895      5      1  0.315789        1         Newcastle United  0.368421  0.789474        1.872629   0.052632      95         56   1.947368       1.231579       0.610561    0.042105  0.147368         6         1  0.084211               Sunderland    0.073684    0.168421           0.897535      0.031579              8      2011        3.750000        1.000000       1.197728       1  1330869725627
3624  360738      80   3.621053    1.031579    0.776524  0.031579  0.147368      3      2  0.126316        0             Swansea City  0.094737  0.400000        0.920903   0.042105      95        111   3.600000       1.273684       0.737069    0.094737  0.084211         2         0  0.168421           Wigan Athletic    0.315789    0.778947           0.570587      0.021053              8      2011        0.750000        2.000000       1.053529       3  1330794327776
3625  360738     111   3.600000    1.273684    0.737069  0.094737  0.084211      2      0  0.168421        1           Wigan Athletic  0.315789  0.778947        0.570587   0.021053      95         80   3.621053       1.031579       0.776524    0.031579  0.147368         3         2  0.126316             Swansea City    0.094737    0.400000           0.920903      0.042105              8      2011        1.333333        0.000000       0.949191       0  1330794286838
3626  360735      45   2.591398    1.451613    0.639257  0.021505  0.129032      2      0  0.086022        0             Norwich City  0.129032  0.376344        0.537881   0.021505      93        110   2.473118       1.526882       0.616622    0.086022  0.182796         0         1  0.129032               Stoke City    0.236559    0.645161           1.094018      0.043011              8      2011        0.666667        0.000000       1.036709       0  1330794051830
3627  360735     110   2.473118    1.526882    0.616622  0.086022  0.182796      0      1  0.129032        1               Stoke City  0.236559  0.645161        1.094018   0.043011      93         45   2.591398       1.451613       0.639257    0.021505  0.129032         2         0  0.086022             Norwich City    0.129032    0.376344           0.537881      0.021505              8      2011        1.500000        1.000000       0.964591       3  1330794050371
3628  360729       7   2.925532    1.500000    0.659472  0.085106  0.106383      0      1  0.170213        0              Aston Villa  0.297872  0.755319        1.489826   0.053191      94          5   3.702128       1.702128       0.683694    0.042553  0.053191         1         1  0.159574         Blackburn Rovers    0.170213    0.638298           1.164067      0.042553              8      2011        1.066667        1.000000       0.964573       1  1330793924169
3629  360729       5   3.702128    1.702128    0.683694  0.042553  0.053191      1      1  0.159574        1         Blackburn Rovers  0.170213  0.638298        1.164067   0.042553      94          7   2.925532       1.500000       0.659472    0.085106  0.106383         0         1  0.170213              Aston Villa    0.297872    0.755319           1.489826      0.053191              8      2011        0.937500        1.000000       1.036728       1  1330793914521
3630  360737       8   4.297872    1.000000    0.809619  0.053191  0.095745      1      0  0.138298        0                  Chelsea  0.170213  0.542553        0.370503   0.021277      94         35   3.297872       1.223404       0.727700    0.148936  0.106383         3         1  0.265957     West Bromwich Albion    0.297872    0.723404           1.730267      0.074468              8      2011        0.520000        0.000000       1.112574       0  1330793899190
3631  360737      35   3.297872    1.223404    0.727700  0.148936  0.106383      3      1  0.265957        1     West Bromwich Albion  0.297872  0.723404        1.730267   0.074468      94          8   4.297872       1.000000       0.809619    0.053191  0.095745         1         0  0.138298                  Chelsea    0.170213    0.542553           0.370503      0.021277              8      2011        1.923077        1.000000       0.898817       3  1330793894602
3632  360734      11   2.659574    1.361702    0.659631  0.074468  0.191489      2      1  0.095745        0                  Everton  0.276596  0.531915        0.445962   0.031915      94         52   2.702128       1.244681       0.682796    0.074468  0.170213         1         1  0.234043      Queens Park Rangers    0.287234    0.659574           2.414535      0.063830              8      2011        0.409091        1.000000       0.966073       1  1330793758515
3633  360734      52   2.702128    1.244681    0.682796  0.074468  0.170213      1      1  0.234043        1      Queens Park Rangers  0.287234  0.659574        2.414535   0.063830      94         11   2.659574       1.361702       0.659631    0.074468  0.191489         2         1  0.095745                  Everton    0.276596    0.531915           0.445962      0.031915              8      2011        2.444444        1.000000       1.035118       1  1330793740250
3634  360732      43   6.021739    0.902174    0.868339  0.076087  0.076087      0      2  0.260870        1          Manchester City  0.315217  0.826087        2.589176   0.086957      92         30   2.815217       1.097826       0.717452    0.043478  0.152174         0         0  0.097826         Bolton Wanderers    0.076087    0.184783           0.785763      0.054348              8      2011        2.666667        2.000000       1.210310       3  1330793537403
3635  360732      30   2.815217    1.097826    0.717452  0.043478  0.152174      0      0  0.097826        0         Bolton Wanderers  0.076087  0.184783        0.785763   0.054348      92         43   6.021739       0.902174       0.868339    0.076087  0.076087         0         2  0.260870          Manchester City    0.315217    0.826087           2.589176      0.086957              8      2011        0.375000        0.000000       0.826235       0  1330793536776
3636  360731       3   3.642857    1.142857    0.759574  0.000000  0.102041      1      2  0.112245        0                  Arsenal  0.173469  0.448980        2.191505   0.071429      98         14   4.061224       1.479592       0.731618    0.122449  0.102041         0         1  0.122449                Liverpool    0.306122    0.846939           1.953203      0.051020              8      2011        0.916667        2.000000       1.038212       3  1330785831641
3637  360731      14   4.061224    1.479592    0.731618  0.122449  0.102041      0      1  0.122449        1                Liverpool  0.306122  0.846939        1.953203   0.051020      98          3   3.642857       1.142857       0.759574    0.000000  0.102041         1         2  0.112245                  Arsenal    0.173469    0.448980           2.191505      0.071429              8      2011        1.090909        0.500000       0.963194       0  1330785827559
3638  360726     110   1.688172    1.064516    0.610895  0.086022  0.086022      1      2  0.096774        1               Stoke City  0.139785  0.301075        1.144003   0.021505      93         80   6.139785       1.236559       0.831150    0.043011  0.150538         0         0  0.096774             Swansea City    0.387097    1.086022           0.810172      0.021505              8      2011        1.000000        2.000000       0.735000       3  1330275539981
3639  360726      80   6.139785    1.236559    0.831150  0.043011  0.150538      0      0  0.096774        0             Swansea City  0.387097  1.086022        0.810172   0.021505      93        110   1.688172       1.064516       0.610895    0.086022  0.086022         1         2  0.096774               Stoke City    0.139785    0.301075           1.144003      0.021505              8      2011        1.000000        0.000000       1.360545       0  1330275535506
3640  360719       6   3.333333    1.139785    0.743405  0.053763  0.172043      4      2  0.118280        0        Tottenham Hotspur  0.161290  0.419355        1.053031   0.043011      93          3   4.752688       1.086022       0.812500    0.075269  0.129032         3         5  0.247312                  Arsenal    0.225806    0.784946           3.267738      0.096774              8      2011        0.478261        0.400000       0.914960       0  1330270098630
3641  360719       3   4.752688    1.086022    0.812500  0.075269  0.129032      3      5  0.247312        1                  Arsenal  0.225806  0.784946        3.267738   0.096774      93          6   3.333333       1.139785       0.743405    0.053763  0.172043         4         2  0.118280        Tottenham Hotspur    0.161290    0.419355           1.053031      0.043011              8      2011        2.090909        2.500000       1.092944       3  1330270097302
3642  360724       1   5.670213    1.308511    0.811263  0.042553  0.095745      2      2  0.117021        0        Manchester United  0.287234  0.914894        2.619154   0.074468      94         45   3.946809       1.468085       0.727451    0.042553  0.117021         1         1  0.170213             Norwich City    0.265957    0.648936           1.866525      0.053191              8      2011        0.687500        2.000000       1.115214       3  1330269895364
3643  360724      45   3.946809    1.468085    0.727451  0.042553  0.117021      1      1  0.170213        1             Norwich City  0.265957  0.648936        1.866525   0.053191      94          1   5.670213       1.308511       0.811263    0.042553  0.095745         2         2  0.117021        Manchester United    0.287234    0.914894           2.619154      0.074468              8      2011        1.454545        0.500000       0.896689       0  1330269893950
3644  360722       5   1.688172    0.924731    0.643443  0.032258  0.086022      2      0  0.053763        0         Blackburn Rovers  0.075269  0.247312        0.179694   0.010753      93         43   7.924731       0.870968       0.899878    0.107527  0.107527         0         3  0.301075          Manchester City    0.602151    1.559140           2.744502      0.086022              8      2011        0.178571        0.000000       0.715033       0  1330197838383
3645  360722      43   7.924731    0.870968    0.899878  0.107527  0.107527      0      3  0.301075        1          Manchester City  0.602151  1.559140        2.744502   0.086022      93          5   1.688172       0.924731       0.643443    0.032258  0.086022         2         0  0.053763         Blackburn Rovers    0.075269    0.247312           0.179694      0.010753              8      2011        5.600000        3.000000       1.398536       3  1330197836140
3646  360728     111   3.402062    1.422680    0.703625  0.144330  0.103093      0      0  0.185567        1           Wigan Athletic  0.247423  0.711340        0.523745   0.020619      97          7   1.855670       1.278351       0.590164    0.072165  0.092784         5         0  0.103093              Aston Villa    0.134021    0.391753           0.926496      0.030928              8      2011        1.800000        0.000000       1.192253       1  1330189190594
3647  360728       7   1.855670    1.278351    0.590164  0.072165  0.092784      5      0  0.103093        0              Aston Villa  0.134021  0.391753        0.926496   0.030928      97        111   3.402062       1.422680       0.703625    0.144330  0.103093         0         0  0.185567           Wigan Athletic    0.247423    0.711340           0.523745      0.020619              8      2011        0.555556        0.000000       0.838748       1  1330189184632
3648  360720      30   2.849462    1.107527    0.718157  0.075269  0.086022      1      0  0.118280        0         Bolton Wanderers  0.193548  0.440860        0.403825   0.010753      93          8   4.505376       1.096774       0.802682    0.150538  0.150538         0         3  0.279570                  Chelsea    0.193548    0.559140           3.984281      0.150538              8      2011        0.423077        0.000000       0.894697       0  1330189131508
3649  360720       8   4.505376    1.096774    0.802682  0.150538  0.150538      0      3  0.279570        1                  Chelsea  0.193548  0.559140        3.984281   0.150538      93         30   2.849462       1.107527       0.718157    0.075269  0.086022         1         0  0.118280         Bolton Wanderers    0.193548    0.440860           0.403825      0.010753              8      2011        2.363636        3.000000       1.117697       3  1330189131267
3650  360723       4   3.656250    1.125000    0.763043  0.031250  0.083333      1      2  0.156250        1         Newcastle United  0.135417  0.416667        1.377209   0.052083      96         39   4.239583       1.437500       0.745421    0.031250  0.083333         1         2  0.104167  Wolverhampton Wanderers    0.208333    0.541667           1.134472      0.041667              8      2011        1.500000        1.000000       1.023641       1  1330189055896
3651  360723      39   4.239583    1.437500    0.745421  0.031250  0.083333      1      2  0.104167        0  Wolverhampton Wanderers  0.208333  0.541667        1.134472   0.041667      96          4   3.656250       1.125000       0.763043    0.031250  0.083333         1         2  0.156250         Newcastle United    0.135417    0.416667           1.377209      0.052083              8      2011        0.666667        1.000000       0.976905       1  1330189052330
3652  360725      54   4.755319    1.287234    0.785589  0.053191  0.180851      4      1  0.085106        0                   Fulham  0.340426  0.787234        0.658003   0.021277      94         52   3.595745       1.127660       0.759551    0.063830  0.148936         2         0  0.180851      Queens Park Rangers    0.234043    0.712766           0.954784      0.063830              8      2011        0.470588        1.000000       1.034281       3  1330188809144
3653  360725      52   3.595745    1.127660    0.759551  0.063830  0.148936      2      0  0.180851        1      Queens Park Rangers  0.234043  0.712766        0.954784   0.063830      94         54   4.755319       1.287234       0.785589    0.053191  0.180851         4         1  0.085106                   Fulham    0.340426    0.787234           0.658003      0.021277              8      2011        2.125000        0.000000       0.966855       0  1330188808218
3654  360727      56   3.354839    1.236559    0.728972  0.000000  0.064516      1      0  0.107527        0               Sunderland  0.129032  0.376344        0.361315   0.032258      93         35   5.301075       1.494624       0.778831    0.075269  0.086022         1         4  0.215054     West Bromwich Albion    0.655914    1.225806           2.939277      0.118280              8      2011        0.500000        0.000000       0.935982       0  1330188703166
3655  360727      35   5.301075    1.494624    0.778831  0.075269  0.086022      1      4  0.215054        1     West Bromwich Albion  0.655914  1.225806        2.939277   0.118280      93         56   3.354839       1.236559       0.728972    0.000000  0.064516         1         0  0.107527               Sunderland    0.129032    0.376344           0.361315      0.032258              8      2011        2.000000        4.000000       1.068396       3  1330188692756
3656  360709       7   2.479167    1.416667    0.634667  0.052083  0.062500      3      0  0.093750        1              Aston Villa  0.145833  0.427083        1.242959   0.031250      96         43   5.333333       1.375000       0.793798    0.083333  0.156250         0         1  0.187500          Manchester City    0.333333    0.833333           2.276624      0.083333              8      2011        0.500000        0.000000       0.799531       0  1329069329469
3657  360709      43   5.333333    1.375000    0.793798  0.083333  0.156250      0      1  0.187500        0          Manchester City  0.333333  0.833333        2.276624   0.083333      96          7   2.479167       1.416667       0.634667    0.052083  0.062500         3         0  0.093750              Aston Villa    0.145833    0.427083           1.242959      0.031250              8      2011        2.000000        1.000000       1.250733       3  1329069329406
3658  360718      39   3.817204    1.354839    0.736515  0.129032  0.129032      1      1  0.129032        1  Wolverhampton Wanderers  0.161290  0.462366        0.924746   0.043011      93         35   3.387097       1.107527       0.751790    0.086022  0.064516         0         5  0.311828     West Bromwich Albion    0.462366    0.849462           4.107134      0.150538              8      2011        0.413793        0.200000       0.979681       0  1329060161983
3659  360718      35   3.387097    1.107527    0.751790  0.086022  0.064516      0      5  0.311828        0     West Bromwich Albion  0.462366  0.849462        4.107134   0.150538      93         39   3.817204       1.354839       0.736515    0.129032  0.129032         1         1  0.129032  Wolverhampton Wanderers    0.161290    0.462366           0.924746      0.043011              8      2011        2.416667        5.000000       1.020740       3  1329060161296
3660  360717       6   6.892473    1.000000    0.872109  0.043011  0.096774      2      5  0.193548        1        Tottenham Hotspur  0.430108  1.150538        2.626082   0.075269      93          4   3.118280       1.053763       0.745501    0.032258  0.075269         1         0  0.086022         Newcastle United    0.064516    0.387097           0.650425      0.021505              8      2011        2.250000        5.000000       1.169829       3  1328988258322
3661  360717       4   3.118280    1.053763    0.745501  0.032258  0.075269      1      0  0.086022        0         Newcastle United  0.064516  0.387097        0.650425   0.021505      93          6   6.892473       1.000000       0.872109    0.043011  0.096774         2         5  0.193548        Tottenham Hotspur    0.430108    1.150538           2.626082      0.075269              8      2011        0.444444        0.000000       0.854826       0  1328988245134
3662  360713      54   3.642105    1.652632    0.686508  0.052632  0.094737      1      2  0.105263        1                   Fulham  0.231579  0.515789        1.007544   0.042105      95        110   3.221053       1.421053       0.692308    0.042105  0.136842         2         1  0.147368               Stoke City    0.221053    0.747368           0.466377      0.021053              8      2011        0.714286        2.000000       0.991623       3  1328979769700
3663  360710      52   4.776596    1.436170    0.767521  0.063830  0.117021      1      2  0.319149        0      Queens Park Rangers  0.276596  1.170213        2.076506   0.074468      94          5   3.010638       1.414894       0.678657    0.053191  0.106383         1         3  0.085106         Blackburn Rovers    0.053191    0.297872           0.712098      0.031915              8      2011        3.750000        0.666667       1.130941       0  1328979689692
3664  360713     110   3.221053    1.421053    0.692308  0.042105  0.136842      2      1  0.147368        0               Stoke City  0.221053  0.747368        0.466377   0.021053      95         54   3.642105       1.652632       0.686508    0.052632  0.094737         1         2  0.105263                   Fulham    0.231579    0.515789           1.007544      0.042105              8      2011        1.400000        0.500000       1.008448       0  1328979603764
3665  360711      30   1.978723    1.585106    0.553571  0.074468  0.127660      3      1  0.138298        1         Bolton Wanderers  0.244681  0.489362        0.910213   0.042553      94        111   3.223404       1.297872       0.711268    0.074468  0.212766         2         2  0.138298           Wigan Athletic    0.265957    0.819149           1.814781      0.063830              8      2011        1.000000        0.500000       0.778289       0  1328979579287
3666  360710       5   3.010638    1.414894    0.678657  0.053191  0.106383      1      3  0.085106        1         Blackburn Rovers  0.053191  0.297872        0.712098   0.031915      94         52   4.776596       1.436170       0.767521    0.063830  0.117021         1         2  0.319149      Queens Park Rangers    0.276596    1.170213           2.076506      0.074468              8      2011        0.266667        1.500000       0.884219       3  1328979577512
3667  360711     111   3.223404    1.297872    0.711268  0.074468  0.212766      2      2  0.138298        0           Wigan Athletic  0.265957  0.819149        1.814781   0.063830      94         30   1.978723       1.585106       0.553571    0.074468  0.127660         3         1  0.138298         Bolton Wanderers    0.244681    0.489362           0.910213      0.042553              8      2011        1.000000        2.000000       1.284871       3  1328979561240
3668  360712       8   5.680851    1.074468    0.839623  0.042553  0.170213      3      0  0.148936        0                  Chelsea  0.117021  0.776596        1.646784   0.042553      94         11   2.351064       1.053191       0.688474    0.021277  0.138298         0         2  0.095745                  Everton    0.180851    0.457447           1.020488      0.042553              8      2011        1.555556        0.000000       1.219542       0  1328979424667
3669  360712      11   2.351064    1.053191    0.688474  0.021277  0.138298      0      2  0.095745        1                  Everton  0.180851  0.457447        1.020488   0.042553      94          8   5.680851       1.074468       0.839623    0.042553  0.170213         3         0  0.148936                  Chelsea    0.117021    0.776596           1.646784      0.042553              8      2011        0.642857        2.000000       0.819980       3  1328979423168
3670  360716      80   4.768421    1.221053    0.794737  0.063158  0.126316      0      2  0.178947        1             Swansea City  0.157895  0.536842        1.342780   0.031579      95         45   3.421053       1.526316       0.690021    0.084211  0.063158         2         3  0.168421             Norwich City    0.410526    0.736842           2.569126      0.084211              8      2011        1.062500        0.666667       1.151757       0  1328979401468
3671  360716      45   3.421053    1.526316    0.690021  0.084211  0.063158      2      3  0.168421        0             Norwich City  0.410526  0.736842        2.569126   0.084211      95         80   4.768421       1.221053       0.794737    0.063158  0.126316         0         2  0.178947             Swansea City    0.157895    0.536842           1.342780      0.031579              8      2011        0.941176        1.500000       0.868239       3  1328979396585
3672  360715      56   2.515789    1.073684    0.698830  0.073684  0.084211      2      1  0.105263        1               Sunderland  0.136842  0.368421        0.506323   0.031579      95          3   6.757895       1.010526       0.868742    0.031579  0.094737         1         2  0.147368                  Arsenal    0.231579    0.842105           1.641309      0.042105              8      2011        0.714286        0.500000       0.804417       0  1328979354761
3673  360715       3   6.757895    1.010526    0.868742  0.031579  0.094737      1      2  0.147368        0                  Arsenal  0.231579  0.842105        1.641309   0.042105      95         56   2.515789       1.073684       0.698830    0.073684  0.084211         2         1  0.105263               Sunderland    0.136842    0.368421           0.506323      0.031579              8      2011        1.400000        2.000000       1.243136       3  1328979353886
3674  360714      14   4.446809    1.159574    0.791667  0.031915  0.106383      1      1  0.106383        0                Liverpool  0.138298  0.446809        0.944918   0.031915      94          1   5.808511       0.989362       0.853125    0.042553  0.117021         1         2  0.117021        Manchester United    0.287234    0.744681           2.597353      0.063830              8      2011        0.909091        0.500000       0.927961       0  1328971310990
3675  360714       1   5.808511    0.989362    0.853125  0.042553  0.117021      1      2  0.117021        1        Manchester United  0.287234  0.744681        2.597353   0.063830      94         14   4.446809       1.159574       0.791667    0.031915  0.106383         1         1  0.106383                Liverpool    0.138298    0.446809           0.944918      0.031915              8      2011        1.100000        2.000000       1.077632       3  1328971308593
3676  360701       6   4.393617    1.202128    0.783681  0.042553  0.085106      2      0  0.106383        0        Tottenham Hotspur  0.276596  0.585106        0.749880   0.031915      94         14   4.691489       1.223404       0.791741    0.085106  0.148936         2         0  0.180851                Liverpool    0.351064    1.117021           1.219045      0.042553              8      2011        0.588235        0.000000       0.989820       1  1328565325675
3677  360701      14   4.691489    1.223404    0.791741  0.085106  0.148936      2      0  0.180851        1                Liverpool  0.351064  1.117021        1.219045   0.042553      94          6   4.393617       1.202128       0.783681    0.042553  0.085106         2         0  0.106383        Tottenham Hotspur    0.276596    0.585106           0.749880      0.031915              8      2011        1.700000        0.000000       1.010285       1  1328565316796
3678  360700       8   3.255319    0.989362    0.765000  0.063830  0.159574      2      3  0.212766        1                  Chelsea  0.170213  0.648936        1.516508   0.074468      94          1   4.031915       1.234043       0.764113    0.063830  0.170213         1         3  0.180851        Manchester United    0.223404    0.872340           1.713910      0.063830              8      2011        1.176471        1.000000       1.001161       1  1328464723906
3679  360700       1   4.031915    1.234043    0.764113  0.063830  0.170213      1      3  0.180851        0        Manchester United  0.223404  0.872340        1.713910   0.063830      94          8   3.255319       0.989362       0.765000    0.063830  0.159574         2         3  0.212766                  Chelsea    0.170213    0.648936           1.516508      0.074468              8      2011        0.850000        1.000000       0.998840       1  1328464723387
3680  360703       4   3.698925    1.591398    0.697769  0.043011  0.118280      1      2  0.193548        1         Newcastle United  0.258065  0.580645        1.194386   0.032258      93          7   3.677419       1.462366       0.713987    0.043011  0.064516         2         1  0.150538              Aston Villa    0.236559    0.666667           2.176562      0.075269              8      2011        1.285714        2.000000       0.977284       3  1328455624468
3681  360703       7   3.677419    1.462366    0.713987  0.043011  0.064516      2      1  0.150538        0              Aston Villa  0.236559  0.666667        2.176562   0.075269      93          4   3.698925       1.591398       0.697769    0.043011  0.118280         1         2  0.193548         Newcastle United    0.258065    0.580645           1.194386      0.032258              8      2011        0.777778        0.500000       1.023244       0  1328455624431
3682  360702      43   4.968085    0.851064    0.852190  0.042553  0.074468      1      3  0.170213        1          Manchester City  0.351064  0.872340        1.072911   0.031915      94         54   5.659574       0.914894       0.859451    0.063830  0.106383         3         0  0.148936                   Fulham    0.244681    0.968085           0.748312      0.042553              8      2011        1.142857        3.000000       0.991552       3  1328383558289
3683  360702      54   5.659574    0.914894    0.859451  0.063830  0.106383      3      0  0.148936        0                   Fulham  0.244681  0.968085        0.748312   0.042553      94         43   4.968085       0.851064       0.852190    0.042553  0.074468         1         3  0.170213          Manchester City    0.351064    0.872340           1.072911      0.031915              8      2011        0.875000        0.000000       1.008520       0  1328383555359
3684  360704      30   3.311828    1.354839    0.708046  0.075269  0.064516      0      0  0.139785        0         Bolton Wanderers  0.215054  0.688172        0.548414   0.032258      93         45   4.032258       1.193548       0.770021    0.043011  0.107527         0         2  0.258065             Norwich City    0.365591    0.795699           2.382064      0.075269              8      2011        0.541667        0.000000       0.919516       0  1328374792480
3685  360704      45   4.032258    1.193548    0.770021  0.043011  0.107527      0      2  0.258065        1             Norwich City  0.365591  0.795699        2.382064   0.075269      93         30   3.311828       1.354839       0.708046    0.075269  0.064516         0         0  0.139785         Bolton Wanderers    0.215054    0.688172           0.548414      0.032258              8      2011        1.846154        2.000000       1.087529       3  1328374789325
3686  360707      80   6.215054    1.215054    0.835260  0.075269  0.129032      1      2  0.172043        0             Swansea City  0.161290  0.494624        0.877978   0.021505      93         35   3.301075       1.172043       0.736211    0.086022  0.053763         2         1  0.225806     West Bromwich Albion    0.333333    0.838710           1.534737      0.064516              8      2011        0.761905        2.000000       1.134539       3  1328374749361
3687  360706      56   2.913978    1.688172    0.631702  0.053763  0.118280      1      1  0.064516        0               Sunderland  0.182796  0.408602        0.353063   0.010753      93        110   2.860215       1.516129       0.651961    0.053763  0.075269         1         0  0.096774               Stoke City    0.107527    0.365591           0.395285      0.032258              8      2011        0.666667        1.000000       0.968926       3  1328374742123
3688  360706     110   2.860215    1.516129    0.651961  0.053763  0.075269      1      0  0.096774        1               Stoke City  0.107527  0.365591        0.395285   0.032258      93         56   2.913978       1.688172       0.631702    0.053763  0.118280         1         1  0.064516               Sunderland    0.182796    0.408602           0.353063      0.010753              8      2011        1.500000        0.000000       1.032071       0  1328374739970
3689  360707      35   3.301075    1.172043    0.736211  0.086022  0.053763      2      1  0.225806        1     West Bromwich Albion  0.333333  0.838710        1.534737   0.064516      93         80   6.215054       1.215054       0.835260    0.075269  0.129032         1         2  0.172043             Swansea City    0.161290    0.494624           0.877978      0.021505              8      2011        1.312500        0.500000       0.881415       0  1328374679410
3690  360708     111   3.989362    1.457447    0.730994  0.042553  0.127660      2      1  0.106383        1           Wigan Athletic  0.191489  0.585106        0.289969   0.010638      94         11   3.723404       1.170213       0.759219    0.031915  0.159574         0         1  0.117021                  Everton    0.117021    0.670213           1.317779      0.042553              8      2011        0.909091        1.000000       0.962824       1  1328374623770
3691  360708      11   3.723404    1.170213    0.759219  0.031915  0.159574      0      1  0.117021        0                  Everton  0.117021  0.670213        1.317779   0.042553      94        111   3.989362       1.457447       0.730994    0.042553  0.127660         2         1  0.106383           Wigan Athletic    0.191489    0.585106           0.289969      0.010638              8      2011        1.100000        1.000000       1.038612       1  1328374622246
