     matchid  teamid  op_teamid  competitionid  seasonid  is_home                team_name             op_team_name                   timestamp  goals  op_goals  points  avg_points  avg_goals  op_avg_goals   pass_70   pass_80  op_pass_70  op_pass_80  expected_goals  op_expected_goals    passes  bad_passes  pass_ratio   corners     fouls     cards     shots  op_passes  op_bad_passes  op_corners  op_fouls  op_cards  op_shots  goals_op_ratio  shots_op_ratio  pass_op_ratio
50    741508    2079       1899             98      2014        1               Chivas USA           Real Salt Lake  2014-06-29 03:30:00.000000      1         0       3    0.833333   1.000000      2.000000  0.383010  0.142600    0.503044    0.158269        0.511058           1.482641  2.742322    1.136796    0.701181  0.033843  0.114095  2.833333  0.072968   5.057793       1.090219    0.049764  0.138977  0.833333  0.162009        0.875000        0.495838       0.853927
51    741507    1708        436             98      2014        0      Vancouver Whitecaps          Colorado Rapids  2014-06-29 02:00:00.000000      0         2       0    2.000000   2.166667      1.666667  0.521844  0.201633    0.611660    0.264371        1.446081           1.489781  3.706180    1.026752    0.776395  0.054935  0.141952  2.333333  0.180708   3.869788       1.271142    0.058608  0.159555  2.000000  0.152549        0.972222        1.583639       1.039845
52    741507     436       1708             98      2014        1          Colorado Rapids      Vancouver Whitecaps  2014-06-29 02:00:00.000000      2         0       3    1.166667   1.833333      1.500000  0.505394  0.202642    0.334810    0.087115        1.379903           0.551804  4.300644    1.182360    0.778959  0.083465  0.137771  1.000000  0.152597   2.983622       1.207384    0.019622  0.098961  1.833333  0.077716        1.416667        2.168803       1.128040
53    741505    5513        928             98      2014        0       Philadelphia Union   New England Revolution  2014-06-29 00:30:00.000000      3         1       3    1.166667   2.000000      2.333333  0.508057  0.186504    0.474265    0.169212        1.561974           1.512565  3.886187    1.184678    0.756129  0.074701  0.124577  1.833333  0.175905   3.439012       1.158292    0.028447  0.136538  2.000000  0.120995        1.141667        2.002778       1.025080
54    741505     928       5513             98      2014        1   New England Revolution       Philadelphia Union  2014-06-29 00:30:00.000000      1         3       0    2.000000   2.333333      1.500000  0.792748  0.286212    0.555174    0.210125        1.609326           1.308012  3.630485    1.145017    0.749875  0.056858  0.143958  1.333333  0.176179   3.917266       1.144419    0.050108  0.140526  2.666667  0.160528        1.777778        1.290873       0.977698
55    741504    3500       1326             98      2014        0      Seattle Sounders FC              D.C. United  2014-06-29 00:00:00.000000      1         0       3    2.166667   2.000000      1.666667  0.632951  0.237022    0.490606    0.180127        1.515329           1.099797  4.129313    1.170667    0.775714  0.058604  0.162917  2.000000  0.151379   3.915738       1.152093    0.058172  0.116988  2.000000  0.128991        1.583333        1.485795       1.016016
56    741504    1326       3500             98      2014        1              D.C. United      Seattle Sounders FC  2014-06-29 00:00:00.000000      0         1       0    1.833333   1.500000      0.833333  0.505710  0.179799    0.535249    0.197138        0.877907           1.043301  3.664364    1.225324    0.743650  0.053027  0.147996  2.833333  0.128790   3.567390       1.264351    0.054762  0.139261  2.000000  0.126921        1.083333        1.176957       1.017531
57    731816     837        832              4      2013        0                  Uruguay                 Colombia  2014-06-28 21:00:00.000000      0         2       0    1.166667   1.500000      1.833333  0.420437  0.136374    0.471445    0.166649        0.903561           1.342506  2.938096    1.273656    0.687865  0.060034  0.164470  2.333333  0.132564   3.946336       1.181251    0.067502  0.178815  2.166667  0.153217        0.944444        0.923977       0.898227
58    731815     831        614              4      2013        0                    Chile                   Brazil  2014-06-28 17:00:00.000000      1         1       1    1.500000   1.166667      1.333333  0.567336  0.214864    0.496724    0.174566        0.779153           0.966461  4.181525    1.162836    0.770265  0.044883  0.194995  2.833333  0.121819   3.774401       1.110920    0.044753  0.173857  1.833333  0.128668        1.083333        1.272191       1.078449
59    731815     614        831              4      2013        1                   Brazil                    Chile  2014-06-28 17:00:00.000000      1         1       1    1.833333   1.833333      0.666667  0.533237  0.222914    0.397575    0.141500        1.683269           0.616026  4.146276    0.973863    0.802015  0.073179  0.178850  1.833333  0.176658   3.083113       0.977773    0.046448  0.157095  3.000000  0.135760        1.750000        1.307554       1.061381
60    741502     421       1581             98      2014        0     Sporting Kansas City         Portland Timbers  2014-06-28 04:00:00.000000      1         0       3    0.833333   1.166667      1.333333  0.593732  0.159448    0.381707    0.138377        0.956666           0.998319  4.199013    1.085508    0.784387  0.033297  0.194225  2.166667  0.147149   2.953381       1.134704    0.049013  0.134722  3.333333  0.120779        0.833333        1.470304       1.109091
61    741502    1581        421             98      2014        1         Portland Timbers     Sporting Kansas City  2014-06-28 04:00:00.000000      0         1       0    1.833333   2.500000      1.833333  0.673608  0.245795    0.624258    0.207073        1.807294           1.273666  3.930787    1.037615    0.789233  0.052896  0.173082  1.666667  0.162382   3.370192       1.024341    0.063461  0.138012  4.000000  0.152082        1.625000        1.127869       1.045356
62    741501    2077        399             98      2014        0               Toronto FC       New York Red Bulls  2014-06-28 01:00:00.000000      2         2       1    1.666667   1.666667      1.333333  0.445614  0.177193    0.594737    0.187719        0.856630           0.828992  3.080702    1.152632    0.717587  0.040351  0.156140  2.833333  0.117544   3.968421       1.326316    0.059649  0.166667  1.666667  0.129825        1.083333        1.010616       0.971688
63    741501     399       2077             98      2014        1       New York Red Bulls               Toronto FC  2014-06-28 01:00:00.000000      2         2       1    1.166667   1.500000      1.666667  0.514473  0.198033    0.490506    0.200027        0.959283           0.927128  3.824979    1.175400    0.764462  0.058195  0.150381  2.500000  0.116673   3.312682       0.995965    0.045989  0.141534  2.000000  0.139627        0.883333        0.965695       1.012334
64    731813    1041        360              4      2013        1              South Korea                  Belgium  2014-06-26 21:00:00.000000      0         1       0    0.833333   1.500000      2.166667  0.616549  0.187427    0.498453    0.194091        1.109959           1.595656  3.670426    1.177255    0.752812  0.052172  0.170983  1.833333  0.149886   3.607232       1.141297    0.054277  0.138900  1.500000  0.149339        0.875000        1.223822       1.005771
65    731811     357        596              4      2013        0                  Germany                      USA  2014-06-26 17:00:00.000000      1         0       3    2.166667   2.833333      1.000000  0.671332  0.199167    0.633954    0.207537        1.938378           1.385730  4.593404    1.142087    0.794028  0.066802  0.135715  0.833333  0.152212   4.379121       1.083736    0.059633  0.108320  1.166667  0.182311        2.416667        0.837223       1.002344
66    731811     596        357              4      2013        1                      USA                  Germany  2014-06-26 17:00:00.000000      0         1       0    1.500000   1.500000      1.333333  0.437007  0.149146    0.658690    0.225213        1.434019           1.000251  3.374605    1.160368    0.738102  0.044029  0.155356  1.666667  0.150978   3.925245       1.164457    0.053262  0.130070  2.500000  0.175721        1.083333        0.968639       0.964492
67    731812    1219        359              4      2013        0                    Ghana                 Portugal  2014-06-26 17:00:00.000000      1         2       0    1.000000   1.166667      1.333333  0.576035  0.231919    0.491123    0.173596        0.642919           1.115242  3.780199    1.194195    0.757057  0.051662  0.127204  2.000000  0.204040   3.886967       1.205865    0.054888  0.163187  1.666667  0.131924        0.916667        1.711310       1.023009
68    731812     359       1219              4      2013        1                 Portugal                    Ghana  2014-06-26 17:00:00.000000      2         1       3    1.000000   1.500000      1.166667  0.463223  0.152061    0.628935    0.213029        1.200667           1.174366  3.982295    0.986424    0.793665  0.046627  0.126539  1.833333  0.166423   4.865963       0.937754    0.053450  0.153982  1.500000  0.157228        1.333333        1.074196       0.963848
